sent.id	word.id	conv	alt.conv	id	spk	seg.id	pid	tid	starttime	endtime	nwords	word	utt.position	punc
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words1	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	{KA}	1	}
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words2	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	Like	2	None
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words3	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	many	3	None
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words4	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	architects,	4	,
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words5	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	David	5	None
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words6	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	is	6	None
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words7	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	a	7	None
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words8	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	hog	8	None
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words9	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	for	9	None
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words10	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	the	10	None
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words11	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.1	p.1	t.1	17	20	11	limelight	11	None
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words12	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.2	p.1	t.2	20	23	10	but	1	None
DavidRockwell_2002.KA.p.1.sent.1	DavidRockwell_2002.KA.words13	DavidRockwell_2002	0008	8	KA	DavidRockwell_2002.KA.p.1.seg.2	p.1	t.2	20	23	10	is	2	None
