sent.id	word.id	conv	alt.conv	id	spk	seg.id	pid	tid	starttime	endtime	nwords	word	utt.position	punc
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words1	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.1	p.1	t.1	15	17	6	Over	1	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words2	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.1	p.1	t.1	15	17	6	the	2	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words3	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.1	p.1	t.1	15	17	6	past	3	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words4	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.1	p.1	t.1	15	17	6	couple	4	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words5	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.1	p.1	t.1	15	17	6	of	5	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words6	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.1	p.1	t.1	15	17	6	days	6	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words7	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.2	p.1	t.2	17	19	7	as	1	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words8	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.2	p.1	t.2	17	19	7	I've	2	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words9	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.2	p.1	t.2	17	19	7	been	3	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words10	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.2	p.1	t.2	17	19	7	preparing	4	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words11	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.2	p.1	t.2	17	19	7	for	5	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words12	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.2	p.1	t.2	17	19	7	my	6	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words13	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.2	p.1	t.2	17	19	7	speech,	7	,
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words14	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.3	p.1	t.3	19	21	6	I've	1	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words15	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.3	p.1	t.3	19	21	6	become	2	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words16	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.3	p.1	t.3	19	21	6	more	3	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words17	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.3	p.1	t.3	19	21	6	and	4	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words18	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.3	p.1	t.3	19	21	6	more	5	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words19	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.3	p.1	t.3	19	21	6	nervous	6	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words20	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.4	p.1	t.4	21	24	13	about	1	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words21	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.4	p.1	t.4	21	24	13	what	2	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words22	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.4	p.1	t.4	21	24	13	I'm	3	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words23	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.4	p.1	t.4	21	24	13	going	4	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words24	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.4	p.1	t.4	21	24	13	to	5	None
MenaTrott_2006.MT.p.1.sent.1	MenaTrott_2006.MT.words25	MenaTrott_2006	0021	21	MT	MenaTrott_2006.MT.p.1.seg.4	p.1	t.4	21	24	13	say	6	None
