sent.id	word.id	conv	alt.conv	id	spk	seg.id	pid	tid	starttime	endtime	nwords	word	utt.position	punc
DavidPogue_2006.DP.p.1.sent.1	DavidPogue_2006.DP.words1	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.1	p.1	t.1	18	21	5	Hello	1	None
DavidPogue_2006.DP.p.1.sent.1	DavidPogue_2006.DP.words2	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.1	p.1	t.1	18	21	5	voicemail,	2	,
DavidPogue_2006.DP.p.1.sent.1	DavidPogue_2006.DP.words3	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.1	p.1	t.1	18	21	5	my	3	None
DavidPogue_2006.DP.p.1.sent.1	DavidPogue_2006.DP.words4	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.1	p.1	t.1	18	21	5	old	4	None
DavidPogue_2006.DP.p.1.sent.1	DavidPogue_2006.DP.words5	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.1	p.1	t.1	18	21	5	friend.	5	.
DavidPogue_2006.DP.p.1.sent.2	DavidPogue_2006.DP.words6	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.3	p.1	t.3	22	26	6	I've	1	None
DavidPogue_2006.DP.p.1.sent.2	DavidPogue_2006.DP.words7	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.3	p.1	t.3	22	26	6	called	2	None
DavidPogue_2006.DP.p.1.sent.2	DavidPogue_2006.DP.words8	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.3	p.1	t.3	22	26	6	for	3	None
DavidPogue_2006.DP.p.1.sent.2	DavidPogue_2006.DP.words9	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.3	p.1	t.3	22	26	6	tech	4	None
DavidPogue_2006.DP.p.1.sent.2	DavidPogue_2006.DP.words10	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.3	p.1	t.3	22	26	6	support	5	None
DavidPogue_2006.DP.p.1.sent.2	DavidPogue_2006.DP.words11	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.3	p.1	t.3	22	26	6	again.	6	.
DavidPogue_2006.DP.p.1.sent.3	DavidPogue_2006.DP.words12	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.4	p.1	t.4	26	33	11	I	1	None
DavidPogue_2006.DP.p.1.sent.3	DavidPogue_2006.DP.words13	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.4	p.1	t.4	26	33	11	ignored	2	None
DavidPogue_2006.DP.p.1.sent.3	DavidPogue_2006.DP.words14	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.4	p.1	t.4	26	33	11	my	3	None
DavidPogue_2006.DP.p.1.sent.3	DavidPogue_2006.DP.words15	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.4	p.1	t.4	26	33	11	boss'	4	'
DavidPogue_2006.DP.p.1.sent.3	DavidPogue_2006.DP.words16	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.4	p.1	t.4	26	33	11	warning.	5	.
DavidPogue_2006.DP.p.1.sent.4	DavidPogue_2006.DP.words17	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.4	p.1	t.4	26	33	11	I	6	None
DavidPogue_2006.DP.p.1.sent.4	DavidPogue_2006.DP.words18	DavidPogue_2006	0007	7	DP	DavidPogue_2006.DP.p.1.seg.4	p.1	t.4	26	33	11	called	7	None
