sent.id	word.id	conv	alt.conv	id	spk	seg.id	pid	tid	starttime	endtime	nwords	word	utt.position	punc
AlGore_2006.AG.p.1.sent.1	AlGore_2006.AG.words1	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	Thank	1	None
AlGore_2006.AG.p.1.sent.1	AlGore_2006.AG.words2	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	you	2	None
AlGore_2006.AG.p.1.sent.1	AlGore_2006.AG.words3	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	so	3	None
AlGore_2006.AG.p.1.sent.1	AlGore_2006.AG.words4	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	much,	4	,
AlGore_2006.AG.p.1.sent.1	AlGore_2006.AG.words5	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	Chris.	5	.
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words6	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	And	6	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words7	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	it's	7	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words8	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	truly	8	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words9	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	a	9	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words10	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	great	10	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words11	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.1	p.1	t.1	18	22	11	honor	11	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words12	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	22	26	13	to	1	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words13	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	22	26	13	have	2	None
AlGore_2006.AG.p.1.sent.2	AlGore_2006.AG.words14	AlGore_2006	0001	1	AG	AlGore_2006.AG.p.1.seg.2	p.1	t.2	22	26	13	the	3	None
