sent.id	word.id	conv	alt.conv	id	spk	seg.id	pid	tid	starttime	endtime	nwords	word	utt.position	punc
FrankGehry_2002.FG.p.1.sent.1	FrankGehry_2002.FG.words1	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.1	p.1	t.1	15	17	8	{FG}	1	}
FrankGehry_2002.FG.p.1.sent.1	FrankGehry_2002.FG.words2	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.1	p.1	t.1	15	17	8	I	2	None
FrankGehry_2002.FG.p.1.sent.1	FrankGehry_2002.FG.words3	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.1	p.1	t.1	15	17	8	listened	3	None
FrankGehry_2002.FG.p.1.sent.1	FrankGehry_2002.FG.words4	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.1	p.1	t.1	15	17	8	to	4	None
FrankGehry_2002.FG.p.1.sent.1	FrankGehry_2002.FG.words5	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.1	p.1	t.1	15	17	8	this	5	None
FrankGehry_2002.FG.p.1.sent.1	FrankGehry_2002.FG.words6	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.1	p.1	t.1	15	17	8	scientist	6	None
FrankGehry_2002.FG.p.1.sent.1	FrankGehry_2002.FG.words7	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.1	p.1	t.1	15	17	8	this	7	None
FrankGehry_2002.FG.p.1.sent.1	FrankGehry_2002.FG.words8	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.1	p.1	t.1	15	17	8	morning.	8	.
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words9	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.2	p.1	t.2	17	22	7	Dr	1	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words10	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.2	p.1	t.2	17	22	7	Mullis	2	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words11	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.2	p.1	t.2	17	22	7	was	3	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words12	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.2	p.1	t.2	17	22	7	talking	4	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words13	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.2	p.1	t.2	17	22	7	about	5	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words14	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.2	p.1	t.2	17	22	7	his	6	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words15	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.2	p.1	t.2	17	22	7	experiments,	7	,
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words16	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.3	p.1	t.3	22	25	9	and	1	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words17	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.3	p.1	t.3	22	25	9	I	2	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words18	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.3	p.1	t.3	22	25	9	realized	3	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words19	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.3	p.1	t.3	22	25	9	that	4	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words20	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.3	p.1	t.3	22	25	9	I	5	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words21	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.3	p.1	t.3	22	25	9	almost	6	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words22	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.3	p.1	t.3	22	25	9	became	7	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words23	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.3	p.1	t.3	22	25	9	a	8	None
FrankGehry_2002.FG.p.1.sent.2	FrankGehry_2002.FG.words24	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.3	p.1	t.3	22	25	9	scientist.	9	.
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words25	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	When	1	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words26	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	I	2	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words27	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	was	3	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words28	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	14	4	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words29	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	my	5	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words30	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	parents	6	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words31	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	bought	7	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words32	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	me	8	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words33	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	a	9	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words34	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	chemistry	10	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words35	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.4	p.1	t.4	25	32	11	set	11	None
FrankGehry_2002.FG.p.1.sent.3	FrankGehry_2002.FG.words36	FrankGehry_2002	0013	13	FG	FrankGehry_2002.FG.p.1.seg.5	p.1	t.5	32	34	6	and	1	None
