sent.id	word.id	conv	alt.conv	id	spk	seg.id	pid	tid	starttime	endtime	nwords	word	utt.position	punc
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words1	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.1	p.1	t.1	17	20	9	Imagine	1	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words2	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.1	p.1	t.1	17	20	9	spending	2	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words3	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.1	p.1	t.1	17	20	9	seven	3	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words4	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.1	p.1	t.1	17	20	9	years	4	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words5	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.1	p.1	t.1	17	20	9	at	5	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words6	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.1	p.1	t.1	17	20	9	MIT	6	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words7	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.1	p.1	t.1	17	20	9	and	7	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words8	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.1	p.1	t.1	17	20	9	research	8	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words9	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.1	p.1	t.1	17	20	9	laboratories,	9	,
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words10	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.2	p.1	t.2	20	25	9	only	1	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words11	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.2	p.1	t.2	20	25	9	to	2	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words12	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.2	p.1	t.2	20	25	9	find	3	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words13	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.2	p.1	t.2	20	25	9	out	4	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words14	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.2	p.1	t.2	20	25	9	that	5	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words15	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.2	p.1	t.2	20	25	9	you're	6	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words16	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.2	p.1	t.2	20	25	9	a	7	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words17	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.2	p.1	t.2	20	25	9	performance	8	None
GolanLevin_2004.GL.p.1.sent.1	GolanLevin_2004.GL.words18	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.1.seg.2	p.1	t.2	20	25	9	artist.	9	.
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words19	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.4	p.3	t.4	29	32	5	I'm	1	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words20	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.4	p.3	t.4	29	32	5	also	2	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words21	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.4	p.3	t.4	29	32	5	a	3	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words22	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.4	p.3	t.4	29	32	5	software	4	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words23	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.4	p.3	t.4	29	32	5	engineer,	5	,
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words24	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	and	1	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words25	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	I	2	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words26	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	make	3	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words27	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	lots	4	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words28	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	of	5	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words29	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	different	6	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words30	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	kinds	7	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words31	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	of	8	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words32	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	art	9	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words33	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	with	10	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words34	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	the	11	None
GolanLevin_2004.GL.p.3.sent.2	GolanLevin_2004.GL.words35	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.5	p.3	t.5	32	34	12	computer.	12	.
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words36	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.6	p.3	t.6	34	36	10	And	1	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words37	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.6	p.3	t.6	34	36	10	I	2	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words38	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.6	p.3	t.6	34	36	10	think	3	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words39	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.6	p.3	t.6	34	36	10	the	4	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words40	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.6	p.3	t.6	34	36	10	main	5	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words41	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.6	p.3	t.6	34	36	10	thing	6	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words42	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.6	p.3	t.6	34	36	10	that	7	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words43	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.6	p.3	t.6	34	36	10	I'm	8	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words44	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.6	p.3	t.6	34	36	10	interested	9	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words45	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.6	p.3	t.6	34	36	10	in	10	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words46	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.7	p.3	t.7	36	38	7	is	1	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words47	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.7	p.3	t.7	36	38	7	trying	2	None
GolanLevin_2004.GL.p.3.sent.3	GolanLevin_2004.GL.words48	GolanLevin_2004	0014	14	GL	GolanLevin_2004.GL.p.3.seg.7	p.3	t.7	36	38	7	to	3	None
