niteid wstart wend conv participant nxt_agent mean.normI0 sd.normI0 max.normI0 min.normI0 median.normI0 q1.normI0 q2.5.normI0 q5.normI0 q25.normI0 q75.normI0 q95.normI0 q97.5.normI0 q99.normI0 slope.normI0 intercept.normI0 mean.normI0.slope sd.normI0.slope max.normI0.slope min.normI0.slope median.normI0.slope q1.normI0.slope q2.5.normI0.slope q5.normI0.slope q25.normI0.slope q75.normI0.slope q95.normI0.slope q97.5.normI0.slope q99.normI0.slope slope.normI0.slope intercept.normI0.slope
MichaelShermer_2006.MS.words1 15.95 16.04 MichaelShermer_2006 MS MS 3.13298665979493 1.08089101203042 4.53400898823216 1.07823076335789 3.34025711817466 1.15999130436475 1.28263211587505 1.4870334683922 2.50088602637864 3.85892197762792 4.45737507081338 4.49569202952277 4.5186822047484 21.6902683174925 -344.027791194383 2.0066563932342 1.1016476408108 3.46819862564655 -0.0480995032028346 2.15340694763881 0.0321480402046476 0.152519355315871 0.353138213834576 1.36699077182102 2.78554662704542 3.38399972023088 3.42609917293871 3.45135884456342 24.2434517664429 -386.018768184894
MichaelShermer_2006.MS.words2 16.04 16.27 MichaelShermer_2006 MS MS 0.936129625779896 7.36195844587306 8.88468159452985 -12.0505694575333 4.13258159991521 -12.0436501532961 -12.0332711969403 -11.824948046242 -5.16733965540958 6.75672182436942 8.05670016440155 8.61926699881696 8.77851575624469 -51.4829005169768 832.566116513811 0.188048759063687 7.28203641140831 7.97017099188206 -12.7381304202743 3.39837533638759 -12.7139629434043 -12.6777117280991 -12.4943530377905 -5.80951069016933 5.88760114970297 7.19817047293074 7.71912987336325 7.86975454447454 -48.9297170680263 790.575139523298
MichaelShermer_2006.MS.words3 16.27 16.57 MichaelShermer_2006 MS MS 0.945666698833187 4.67904877164393 6.86778874224213 -8.25447675971104 2.61553779024044 -8.06682350950201 -7.77974476392623 -7.29432936307479 -3.15190145622523 4.03432581559191 6.73106037186145 6.77922692548534 6.8291876117306 28.0836092567593 -460.192397965535 0.878434751837117 4.80177284891524 6.81568677123984 -8.60917825058895 2.7308505744884 -8.42908998837681 -8.15335872479637 -7.65659584194959 -3.43649919499917 4.09811347560313 6.67139341286227 6.71251602327482 6.76952065273143 30.6367927057098 -502.183374956048
MichaelShermer_2006.MS.words4 16.64 16.9 MichaelShermer_2006 MS MS -1.49970760175491 8.37786575466195 8.22223448546505 -16.0530355189595 0.987748828031684 -15.9965060495593 -15.8563144466178 -14.661264574322 -10.4030391528884 6.1939981850405 7.94520651918879 8.02299181191321 8.13963214481048 -68.3622706062046 1144.92291078455 -0.674270965117908 8.2638946142248 8.97202124213315 -15.0157792184096 1.9450244460169 -14.952895159092 -14.8054411676735 -13.6345992569677 -9.49438764828563 6.92108997771792 8.70407126145316 8.75916159018691 8.8830643115612 -65.809087157254 1102.93193379404
MichaelShermer_2006.MS.words5 16.9 16.96 MichaelShermer_2006 MS MS -2.25102214217474 0.973898213971149 -0.0721622628031753 -3.434996284742 -2.36379304076229 -3.42683422955343 -3.41459114677057 -3.39418600879913 -2.79828761700527 -1.89846547927156 -0.65128993062438 -0.361726096713777 -0.187987796367416 -14.3052061757862 239.933469301631 -1.01707615370565 0.960613752604301 1.08613384569701 -2.21618027226669 -1.17523698027454 -2.2095312146775 -2.1995576282937 -2.18293498432071 -1.55677664053929 -0.596434598830466 0.514571165872695 0.800352505784851 0.971821309732144 -11.752022726836 197.942492311123
MichaelShermer_2006.MS.words6 16.96 17.02 MichaelShermer_2006 MS MS -0.23163801258254 1.70644040170284 1.82790357984052 -2.4189959810757 0.0151915631408883 -2.41776942989136 -2.41592960311487 -2.41286322515403 -1.89203405448168 1.17948684139646 1.80426072586823 1.81608215285438 1.82317500904606 74.6247768545813 -1268.25861020625 1.16117272382124 1.74261348424486 3.24340928023498 -1.06551181415757 1.43826225153223 -1.06537666750246 -1.0651739475198 -1.06483608088202 -0.555960728054576 2.59121004779247 3.22657491545988 3.23499209784743 3.24004240727996 77.1779603035316 -1310.24958719676
MichaelShermer_2006.MS.words7 17.02 17.38 MichaelShermer_2006 MS MS -4.33450081172519 7.35041951317356 8.11733364612549 -17.7120668186368 -5.35987887512819 -17.6276351828502 -17.1212967627668 -14.0075338658459 -10.0701344470338 1.33993847830108 7.62111237812443 8.08440766027093 8.10973113770444 -5.82205968099061 95.8016912237128 -2.41214091553908 7.3334893473168 9.95872304284629 -16.0544815023418 -3.7757026933425 -15.9789765523916 -15.4860281610627 -12.3370880699563 -8.03496370420754 3.21877044351008 9.45998520503237 9.91470335894415 9.94275746924443 -3.2688762320401 53.8107142331994
MichaelShermer_2006.MS.words8 17.38 17.72 MichaelShermer_2006 MS MS -0.859009317354705 7.76551856347288 7.63401929979221 -13.792704991712 3.13703675363867 -13.6791323941808 -13.5243833930157 -13.2191587819905 -9.76863775977224 5.91741865892234 7.25339945080654 7.49056414613813 7.61543354232337 64.1185818152528 -1125.32082718518 1.92575921047692 7.95019490011953 10.6533024555274 -11.3181009717529 6.27715705270671 -11.2125472614984 -11.0698265912484 -10.7846491984149 -7.09356155789552 8.82748016917613 10.1818285559632 10.4985259065235 10.6266978107819 66.6717652642034 -1167.31180417569
MichaelShermer_2006.MS.words9 17.78 18.12 MichaelShermer_2006 MS MS -0.647279634877636 5.30646187775978 6.18757218961274 -11.124344009391 -0.0241651082578116 -10.6908164770633 -10.2167004094402 -10.0716019547999 -5.06854630410521 4.14815289012484 5.9220830373319 6.11189636671054 6.1764497642244 -18.500706189129 331.665464106148 -0.647279634877636 5.30646187775978 6.18757218961274 -11.124344009391 -0.0241651082578116 -10.6908164770633 -10.2167004094402 -10.0716019547999 -5.06854630410521 4.14815289012484 5.9220830373319 6.11189636671054 6.1764497642244 -18.500706189129 331.665464106148
MichaelShermer_2006.MS.words10 18.12 18.21 MichaelShermer_2006 MS MS -1.69209281745793 4.07889651680642 3.2777463184179 -10.5788720726908 -1.06217880125054 -10.3167393044165 -9.9235401520051 -9.26820823131936 -2.55673838321977 1.07176772562927 2.93132961984464 3.10453796913127 3.20846297870325 -143.642206545642 2607.38762252469 -1.69209281745793 4.07889651680642 3.2777463184179 -10.5788720726908 -1.06217880125054 -10.3167393044165 -9.9235401520051 -9.26820823131936 -2.55673838321977 1.07176772562927 2.93132961984464 3.10453796913127 3.20846297870325 -143.642206545642 2607.38762252469
