niteid wstart wend conv participant nxt_agent mean.normI0 sd.normI0 max.normI0 min.normI0 median.normI0 q1.normI0 q2.5.normI0 q5.normI0 q25.normI0 q75.normI0 q95.normI0 q97.5.normI0 q99.normI0 slope.normI0 intercept.normI0 mean.normI0.slope sd.normI0.slope max.normI0.slope min.normI0.slope median.normI0.slope q1.normI0.slope q2.5.normI0.slope q5.normI0.slope q25.normI0.slope q75.normI0.slope q95.normI0.slope q97.5.normI0.slope q99.normI0.slope slope.normI0.slope intercept.normI0.slope
BurtRutan_2006.BR.words1 15.88 15.93 BurtRutan_2006 BR BR NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
BurtRutan_2006.BR.words2 15.93 16.07 BurtRutan_2006 BR BR 7.9669385626896 0.95536707133214 9.27907081605105 5.61677642508299 8.06458264542491 5.72994355260889 5.89969424389774 6.1826120627125 7.71225247470379 8.41275549318414 9.18225082341026 9.23066081973065 9.25970681752289 -5.91787674238258 102.639745652344 3.52695798928613 0.942094681526726 4.88321881866856 1.27135708601021 3.58047349600044 1.3826329888495 1.54954684310843 1.82773660020665 3.23129536642367 3.99483920779116 4.79585494946085 4.8395368840647 4.86574604482702 -4.43641740453492 74.4997253165794
BurtRutan_2006.BR.words3 16.07 16.13 BurtRutan_2006 BR BR 6.42442022138831 2.48662788953715 9.01675680599634 2.41183681577053 6.9135319232825 2.52656899173335 2.69866725567758 2.98549769558464 5.25499654941497 8.16991730722478 8.90866348574001 8.96271014586817 8.99513814194507 -74.9869119928488 1213.91845480354 2.13994034443976 2.46161859350095 4.69655379607842 -1.83271720668283 2.61224116023072 -1.71861543894888 -1.54746278734796 -1.26220836801308 0.985415480869801 3.88419746683173 4.59791659925516 4.64723519766679 4.67682635671376 -73.5054526550011 1185.77843446777
BurtRutan_2006.BR.words4 16.13 16.41 BurtRutan_2006 BR BR 2.31490765644125 7.24698876389451 9.5167298000963 -8.06546193554608 7.094666560936 -8.00366642319066 -7.91097315465755 -7.56747105715501 -6.34649780730886 8.68868563421589 9.41802305755848 9.51323259088126 9.51533091641028 71.959017104887 -1168.26181679904 -1.72581437201038 7.34557939326996 5.55733982607542 -12.1839343122252 3.2094452289393 -12.1257951675972 -12.0385864506553 -11.7212462946509 -10.5154028422977 4.80404282471822 5.41126435974071 5.53341427733456 5.54776960657908 73.4404764427346 -1196.4018371348
BurtRutan_2006.BR.words5 16.41 16.57 BurtRutan_2006 BR BR 1.44014073114122 7.33100746447126 9.39513353546911 -8.00007851378453 2.59532540108635 -7.92597895247826 -7.81482961051887 -7.6295807072532 -5.77177404878646 8.73439091996213 9.2672821193824 9.33120782742576 9.36956325225177 -144.687200571953 2390.50801352271 -2.23809656570939 7.28008858698525 5.66751426069025 -11.626832471944 -1.07555713309409 -11.5541198087412 -11.4450508139371 -11.2632691559302 -9.37646371893541 5.02294802429924 5.49714032003079 5.58232729036052 5.63343947255836 -143.205741234105 2362.36799318695
BurtRutan_2006.BR.words6 16.57 16.69 BurtRutan_2006 BR BR 2.83985023525636 5.59911566086172 8.19319573393484 -6.600499646625 5.91468950947365 -6.37292113167009 -6.03155335923773 -5.46260707185046 -2.99836681642234 7.3670501741036 8.08270310577153 8.13794941985319 8.17109720830218 131.739066933161 -2187.65849259306 -0.667126159417533 5.64337137001707 4.71773975070451 -10.1516046173199 2.44553760853204 -9.92566516376005 -9.58675598342029 -9.02190734952068 -6.56523199283901 3.90420235545069 4.61544242951653 4.66659109011052 4.69728028646692 133.220526271009 -2215.79851292882
BurtRutan_2006.BR.words7 16.69 16.99 BurtRutan_2006 BR BR 2.86804654909106 4.74216017264536 7.72018256591592 -6.53053991412642 5.44870096517473 -6.37901289169615 -6.15172235805073 -6.05982999775732 0.387187720612861 5.87673249295953 7.39855964188967 7.57601945379199 7.66251732106635 32.6155563598101 -546.388331770225 -0.323725731147164 4.82521253185137 4.49688987423413 -9.82948159327278 2.42079797414729 -9.6735417132404 -9.43963189319184 -9.36507575919239 -2.99685906943112 2.75627172640865 4.16896286791916 4.36375890611544 4.44363748698665 34.0970156976577 -574.528352105989
BurtRutan_2006.BR.words8 16.99 17.38 BurtRutan_2006 BR BR 3.18733335156076 4.71954360645981 7.99815669708717 -7.27918279315858 5.59775083618318 -6.81702583812097 -6.19542898872139 -5.71290697336089 0.214723589643597 6.47877773939963 7.58309491971162 7.7817144142924 7.91060219058719 -12.9068028153176 224.990739732793 0.506191736708313 4.67158509128447 5.1657171073056 -9.94771624343359 2.65413682981729 -9.48001169598192 -8.84631100858802 -8.32092123366426 -2.47902618978627 3.67155447877292 4.7591892484673 4.93918829284889 5.07261500839156 -11.4253434774699 196.850719397029
BurtRutan_2006.BR.words9 17.38 17.48 BurtRutan_2006 BR BR 5.46241866011887 0.894277348995477 6.57331789707119 4.20425857511343 5.61706442406272 4.21803469552577 4.23869887614427 4.27313917717512 4.66769217536019 6.19304862832741 6.54510258134255 6.55921023920687 6.56767483392546 27.8732247294119 -480.299687930044 3.14060973572308 0.93784956781172 4.30824571327383 1.8131047455418 3.29525549966694 1.82826776405765 1.85101229183143 1.88891983812107 2.31121079837649 3.93112848567441 4.2730959070276 4.29067081015072 4.30121575202458 29.3546840672597 -508.439708265811
BurtRutan_2006.BR.words10 17.48 17.61 BurtRutan_2006 BR BR 4.36893735725083 1.99666934990757 6.35606824742906 1.20905833733538 5.28955325987002 1.23430035402292 1.27216337905424 1.3352684207731 2.40223556826002 5.98562867748164 6.32972193358128 6.34289509050517 6.35079898465951 -47.0117349366111 829.069796858553 2.21733865465032 1.94630080098057 4.15403688651884 -0.879499542378007 3.12534639269207 -0.852492382649623 -0.811981643057048 -0.74446374373609 0.31367768854664 3.75207690512785 4.13651628787525 4.14527658719704 4.15053276679012 -45.5302755987636 800.92977652279
BurtRutan_2006.BR.words11 17.61 17.66 BurtRutan_2006 BR BR 1.93554221658627 2.38485796148652 3.73237611246701 -2.3249756430196 3.02990024405507 -2.17869642922094 -1.95927760852294 -1.59357957402629 1.11305603699117 3.5114333415064 3.68564301160186 3.70900956203443 3.72302949229398 -130.801796678818 2308.20777410494 -0.0836707579512712 2.36428750721151 1.69425089106333 -4.31266820611357 0.998079104940103 -4.16701940054378 -3.94854619218909 -3.58442417826461 -0.89039673182458 1.47961220239144 1.65066983134254 1.67246036120293 1.68553467911917 -129.32033734097 2280.06775376917
BurtRutan_2006.BR.words12 17.66 18.09 BurtRutan_2006 BR BR 0.347447939919725 7.47269131567196 9.12031824527502 -13.1308163442759 0.909579654896874 -13.0288909989399 -12.8220085227057 -12.3136824559179 -3.55955290561971 7.69672355451983 9.08715627694843 9.11186934147298 9.11813399219243 17.1271871477703 -305.498563489609 -1.33764867331601 7.52077234957536 7.35957264457472 -15.0680762490602 -0.586394489677456 -14.9603511480185 -14.7447690382259 -14.2219435821741 -5.04291888561661 6.01793102357282 7.30502885097778 7.31520999216875 7.33998912437529 18.6086464856179 -333.638583825373
BurtRutan_2006.BR.words13 20.93 21.17 BurtRutan_2006 BR BR 6.44465503032159 3.374607111326 9.20895569945984 -4.70490257358674 7.82507997810622 -3.8299122929638 -2.5174268720294 -0.366460448118697 5.28775735411235 8.56832965732637 9.1816376265842 9.19556523450135 9.20359951347644 -44.1591497106396 936.772341466798 0.203304496497899 3.293168538033 2.87392905117475 -10.7805184433633 1.50767960671075 -9.90884285602134 -8.60132947500835 -6.4586497843 -0.852711210291362 2.19727373424844 2.81994931495241 2.84396511981156 2.86194347862947 -42.5018030701686 895.614660438478
BurtRutan_2006.BR.words14 21.17 21.67 BurtRutan_2006 BR BR 6.95236237412329 2.5301591896418 9.54866028542668 -3.89239948630419 7.67255598013444 -1.37479082873944 1.70886363827182 3.53584226793178 5.46287400826208 8.94824486199799 9.43151813899865 9.52286006860427 9.54739411318973 -0.612730044464985 20.0801855473601 1.30355483650811 2.53330938095083 3.97497157208925 -9.95360364616364 2.11021254642168 -7.42864501654116 -4.14373102053705 -1.81270283652518 0.0629750320295361 3.15147856811174 3.72494987614747 3.88173161155606 3.93907813199251 1.04461659600592 -21.0774954809583
BurtRutan_2006.BR.words15 21.67 21.78 BurtRutan_2006 BR BR 3.8561773541626 4.00095350505553 7.2689461546001 -4.46927784552223 5.58073119205298 -4.26727775560204 -3.96427762072176 -3.45927739592128 2.03680522302579 6.84713526213092 7.19219997152049 7.23057306306029 7.25359691798418 -94.2682507791407 2051.75195313901 -1.29708908091714 3.95631551469324 2.08685629968608 -9.53607402109914 0.355406207387553 -9.33580333636901 -9.03539730927381 -8.53472059744848 -3.07322608230253 1.69386882705118 2.01875714255676 2.05280672112142 2.07323646826022 -92.6109041386699 2010.5942721107
BurtRutan_2006.BR.words16 21.78 22.23 BurtRutan_2006 BR BR 0.538223887456264 5.75979798715364 8.98121404558239 -10.7090163453213 0.296410745413851 -10.6243006311472 -10.2450999497531 -8.87447594262325 -3.98513049927332 6.15071059889586 8.68465315990118 8.8038166666763 8.90707544293516 7.51521837181967 -164.893237870482 -4.13651495506869 5.80234110064918 4.23147548818253 -15.3578729333012 -4.17950532356038 -15.2662395983669 -14.8853095117828 -13.5204501886197 -8.95104470543026 1.63155940017021 3.88879713076647 4.03678405737587 4.15041926477508 9.1725650122906 -206.050918898801
BurtRutan_2006.BR.words17 22.23 22.97 BurtRutan_2006 BR BR 5.38231770026596 3.4776247364536 9.32711939523794 -2.9281208551721 6.78987369375044 -2.83243108357724 -2.70098788797163 -2.52727347555749 4.01019536133505 7.88674356962245 8.66696491096064 8.89348451112095 9.25768267370056 -6.31746985664033 148.168973541539 1.68377612694119 3.35353003524009 5.71590592129202 -6.32315868036094 2.87236980595519 -6.21550718953487 -6.03945975173571 -5.88700261144934 0.805381774980326 4.09235363027132 4.93944861788953 5.00755624199611 5.62254576129218 -4.6601232161694 107.01129251322
BurtRutan_2006.BR.words18 22.97 23.09 BurtRutan_2006 BR BR 1.76969204234832 2.96481319612798 5.34159401705686 -2.111899816348 1.70391605672341 -2.08737917083891 -2.05059820257527 -1.98929658880254 -0.749098627955721 4.61514122643935 5.32609914637202 5.33384658171444 5.33849504291989 -73.1482140342958 1686.57978446576 -1.21461205020208 2.91082656666538 2.32126064971362 -5.03135121427128 -1.28038803582699 -5.00495704647296 -4.96536579477548 -4.89938037527968 -3.65774124344114 1.58118399934645 2.29639816758263 2.30882940864812 2.31628815328742 -71.4908673938247 1645.42210343743
BurtRutan_2006.BR.words19 23.09 23.3 BurtRutan_2006 BR BR 6.6155466626975 1.85451029158049 9.18445391068464 1.24016914940914 6.60436015805194 1.75098375963399 2.51720567497126 3.56187468768446 6.02179904158042 7.77041716689729 9.02979739913627 9.11729745849196 9.15759132980757 16.5394106646163 -377.066421039883 3.90506505857273 1.91229283572976 6.52441329126985 -1.63604711876272 3.86958383934511 -1.12191781525693 -0.350723859998242 0.747628772156297 3.26447938022495 5.08875898260679 6.35966858277948 6.44897010587481 6.49423601711184 18.1967573050872 -418.224102068202
